locus_tag,Before optimization SEQUENCING_PRIMER_1 location (start-end),Before optimization SEQUENCING_PRIMER_1 off-target site,Before optimization SEQUENCING_PRIMER_2 location (start-end),Before optimization  SEQUENCING_PRIMER_2 off-target site,After optimization SEQUENCING_PRIMER_1 location (start-end),After optimization SEQUENCING_PRIMER_1 off-target site,After optimization SEQUENCING_PRIMER_2 location (start-end),After optimization  SEQUENCING_PRIMER_2 off-target site,type (B: Before optimization);(A:After optimization),strain,index
NC_002516.2_210_deletion,NC_002516.2:6115765-6115783,NC_002516.2:4370994-4371012;NC_002516.2:2538076-2538094;NC_002516.2:5564021-5564039;NC_002516.2:6085546-6085564;NC_002516.2:2356093-2356111;NC_002516.2:2782264-2782282;NC_002516.2:5047607-5047625;NC_002516.2:2471950-2471968;NC_002516.2:4032968-4032986;NC_002516.2:3621754-3621772;NC_002516.2:4973247-4973265;NC_002516.2:5828382-5828400;NC_002516.2:155911-155929;NC_002516.2:2189286-2189304;NC_002516.2:5111667-5111685;NC_002516.2:1003015-1003033;NC_002516.2:3812901-3812919;NC_002516.2:2457977-2457995;NC_002516.2:2591172-2591190;NC_002516.2:5624506-5624524;NC_002516.2:1284062-1284080;NC_002516.2:4493973-4493991;NC_002516.2:5327649-5327667;NC_002516.2:2141138-2141156;NC_002516.2:2245722-2245740;NC_002516.2:3834334-3834352;NC_002516.2:1869895-1869913;NC_002516.2:342940-342958;NC_002516.2:5622359-5622377;NC_002516.2:3426027-3426045;NC_002516.2:3322624-3322642;NC_002516.2:3601350-3601368;NC_002516.2:3326881-3326899;NC_002516.2:5303061-5303079;NC_002516.2:2276162-2276180;NC_002516.2:432429-432447;NC_002516.2:1023741-1023759;NC_002516.2:1351569-1351587;NC_002516.2:949623-949641;NC_002516.2:5862838-5862856;NC_002516.2:3732080-3732098;NC_002516.2:2011840-2011858;NC_002516.2:195457-195475;NC_002516.2:2939988-2940006;NC_002516.2:3200976-3200994;NC_002516.2:4221264-4221282;NC_002516.2:4692319-4692337;NC_002516.2:5079640-5079658;NC_002516.2:3912961-3912979;NC_002516.2:1327332-1327350;NC_002516.2:5367316-5367334;NC_002516.2:1614976-1614994;NC_002516.2:1047054-1047072;NC_002516.2:4115968-4115986;NC_002516.2:5940361-5940379;NC_002516.2:2590216-2590234;NC_002516.2:126963-126981;NC_002516.2:2810029-2810047;NC_002516.2:172810-172828;NC_002516.2:5752537-5752555;NC_002516.2:452173-452191;NC_002516.2:1872104-1872122;NC_002516.2:4551474-4551492;NC_002516.2:2284845-2284863;NC_002516.2:2211821-2211839;NC_002516.2:3074776-3074794;NC_002516.2:2139231-2139249;NC_002516.2:888466-888484;NC_002516.2:3648380-3648398;NC_002516.2:1335182-1335200;NC_002516.2:2520995-2521013;NC_002516.2:5337484-5337502;NC_002516.2:3788734-3788752;NC_002516.2:2274233-2274251;NC_002516.2:6184395-6184413;NC_002516.2:1387469-1387487;NC_002516.2:6099822-6099840;NC_002516.2:3086332-3086350;NC_002516.2:1554323-1554341;NC_002516.2:739772-739790;NC_002516.2:346172-346190;NC_002516.2:4928981-4928999;NC_002516.2:1269967-1269985;NC_002516.2:5465537-5465555;NC_002516.2:2242937-2242955;NC_002516.2:1540264-1540282,NC_002516.2:6116353-6116371,NC_002516.2:293209-293227;NC_002516.2:5434000-5434018;NC_002516.2:5148232-5148250;NC_002516.2:2850770-2850788;NC_002516.2:776403-776421;NC_002516.2:4233683-4233701;NC_002516.2:3136315-3136333;NC_002516.2:5396590-5396608;NC_002516.2:3955520-3955538;NC_002516.2:4658834-4658852,NC_002516.2:6115756-6115776,,NC_002516.2:6116356-6116376,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_248_insertion,NC_002516.2:4173269-4173287,NC_002516.2:2768786-2768804;NC_002516.2:47281-47299;NC_002516.2:488174-488192;NC_002516.2:3815232-3815250;NC_002516.2:659709-659727;NC_002516.2:2657517-2657535;NC_002516.2:5981030-5981048;NC_002516.2:2775506-2775524;NC_002516.2:2776751-2776769;NC_002516.2:2773010-2773028;NC_002516.2:5716403-5716421;NC_002516.2:1915251-1915269;NC_002516.2:4986396-4986414;NC_002516.2:2458253-2458271;NC_002516.2:3564247-3564265;NC_002516.2:2059023-2059041;NC_002516.2:6081856-6081874;NC_002516.2:1758664-1758682;NC_002516.2:4449832-4449850;NC_002516.2:1422080-1422098;NC_002516.2:3656047-3656065;NC_002516.2:2245277-2245295;NC_002516.2:631464-631482;NC_002516.2:3674679-3674697;NC_002516.2:1392281-1392299;NC_002516.2:3276490-3276508;NC_002516.2:3042338-3042356;NC_002516.2:2862155-2862173;NC_002516.2:2768381-2768399;NC_002516.2:2504081-2504099;NC_002516.2:2541899-2541917;NC_002516.2:3826319-3826337;NC_002516.2:2546207-2546225;NC_002516.2:2185189-2185207;NC_002516.2:546658-546676;NC_002516.2:846064-846082;NC_002516.2:1278416-1278434;NC_002516.2:4125789-4125807;NC_002516.2:4132366-4132384;NC_002516.2:4808270-4808288;NC_002516.2:1433534-1433552;NC_002516.2:3220043-3220061;NC_002516.2:1856565-1856583;NC_002516.2:2158750-2158768;NC_002516.2:965328-965346;NC_002516.2:4917525-4917543;NC_002516.2:3528536-3528554;NC_002516.2:1144053-1144071;NC_002516.2:3448074-3448092;NC_002516.2:2914305-2914323;NC_002516.2:47686-47704;NC_002516.2:3312097-3312115;NC_002516.2:6015776-6015794;NC_002516.2:87283-87301;NC_002516.2:2582177-2582195;NC_002516.2:1148513-1148531;NC_002516.2:1399319-1399337;NC_002516.2:4934548-4934566;NC_002516.2:1982663-1982681;NC_002516.2:2643992-2644010;NC_002516.2:6225174-6225192;NC_002516.2:90242-90260;NC_002516.2:1214216-1214234;NC_002516.2:1841907-1841925;NC_002516.2:1295036-1295054;NC_002516.2:2286000-2286018;NC_002516.2:4722181-4722199;NC_002516.2:4485232-4485250;NC_002516.2:1630448-1630466;NC_002516.2:4188841-4188859;NC_002516.2:4710193-4710211;NC_002516.2:6111534-6111552;NC_002516.2:3415127-3415145;NC_002516.2:2947053-2947071;NC_002516.2:4203260-4203278;NC_002516.2:2288150-2288168;NC_002516.2:4848588-4848606;NC_002516.2:1150994-1151012;NC_002516.2:1912572-1912590;NC_002516.2:2151459-2151477;NC_002516.2:858778-858796;NC_002516.2:2140778-2140796;NC_002516.2:2774258-2774276;NC_002516.2:6112011-6112029;NC_002516.2:5064592-5064610;NC_002516.2:402914-402932;NC_002516.2:3062753-3062771;NC_002516.2:5654918-5654936;NC_002516.2:1137418-1137436;NC_002516.2:4797399-4797417;NC_002516.2:4923636-4923654;NC_002516.2:5112095-5112113;NC_002516.2:4352981-4352999;NC_002516.2:3284359-3284377;NC_002516.2:742695-742713;NC_002516.2:1193784-1193802;NC_002516.2:5849796-5849814;NC_002516.2:4454528-4454546,NC_002516.2:4173766-4173784,NC_002516.2:1457565-1457583;NC_002516.2:5361634-5361652;NC_002516.2:407274-407292;NC_002516.2:3982900-3982918;NC_002516.2:3520356-3520374;NC_002516.2:5477221-5477239;NC_002516.2:5439711-5439729;NC_002516.2:1376408-1376426;NC_002516.2:4711260-4711278;NC_002516.2:4824448-4824466;NC_002516.2:4309659-4309677;NC_002516.2:5696329-5696347;NC_002516.2:4888076-4888094;NC_002516.2:1283134-1283152;NC_002516.2:4912002-4912020;NC_002516.2:5011994-5012012;NC_002516.2:4593350-4593368;NC_002516.2:1238217-1238235;NC_002516.2:4101697-4101715;NC_002516.2:5296940-5296958;NC_002516.2:3664166-3664184;NC_002516.2:314181-314199;NC_002516.2:2482942-2482960;NC_002516.2:5394451-5394469;NC_002516.2:3116858-3116876;NC_002516.2:6105735-6105753;NC_002516.2:1681527-1681545;NC_002516.2:4689570-4689588;NC_002516.2:2384352-2384370;NC_002516.2:4408663-4408681;NC_002516.2:5058340-5058358;NC_002516.2:828102-828120;NC_002516.2:1673004-1673022;NC_002516.2:1765612-1765630;NC_002516.2:1461543-1461561;NC_002516.2:3553996-3554014;NC_002516.2:2197646-2197664;NC_002516.2:2619105-2619123;NC_002516.2:5402145-5402163;NC_002516.2:2174437-2174455;NC_002516.2:2973668-2973686;NC_002516.2:4470027-4470045;NC_002516.2:2430569-2430587;NC_002516.2:4882335-4882353;NC_002516.2:858235-858253;NC_002516.2:405095-405113;NC_002516.2:5043345-5043363;NC_002516.2:2145948-2145966;NC_002516.2:770390-770408;NC_002516.2:3186005-3186023;NC_002516.2:481853-481871;NC_002516.2:2721334-2721352;NC_002516.2:4888022-4888040;NC_002516.2:4895362-4895380;NC_002516.2:2376083-2376101;NC_002516.2:2694351-2694369;NC_002516.2:1749925-1749943;NC_002516.2:5029991-5030009;NC_002516.2:2095721-2095739;NC_002516.2:5544209-5544227;NC_002516.2:1926641-1926659;NC_002516.2:3312243-3312261;NC_002516.2:3993716-3993734;NC_002516.2:3231029-3231047,NC_002516.2:4173253-4173275,,NC_002516.2:4173778-4173796,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_265_deletion,NC_002516.2:5266171-5266192,NC_002516.2:6041655-6041676;NC_002516.2:4790643-4790664;NC_002516.2:725165-725186,NC_002516.2:5266738-5266759,NC_002516.2:724598-724619;NC_002516.2:6042222-6042243;NC_002516.2:4791210-4791231,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_268_deletion,NC_002516.2:3321607-3321626,NC_002516.2:3333522-3333541;NC_002516.2:3814739-3814758;NC_002516.2:2780219-2780238;NC_002516.2:1842988-1843007;NC_002516.2:4906347-4906366;NC_002516.2:4158910-4158929;NC_002516.2:1157653-1157672;NC_002516.2:3863973-3863992;NC_002516.2:2584262-2584281;NC_002516.2:2146104-2146123;NC_002516.2:4097854-4097873;NC_002516.2:935036-935055;NC_002516.2:2109389-2109408;NC_002516.2:357955-357974;NC_002516.2:4010982-4011001;NC_002516.2:1476983-1477002;NC_002516.2:1904652-1904671;NC_002516.2:3517346-3517365;NC_002516.2:6120374-6120393;NC_002516.2:2514627-2514646;NC_002516.2:2205442-2205461;NC_002516.2:4843175-4843194;NC_002516.2:4338711-4338730;NC_002516.2:866074-866093;NC_002516.2:1681937-1681956;NC_002516.2:1429345-1429364;NC_002516.2:1395013-1395032;NC_002516.2:414850-414869;NC_002516.2:1659115-1659134;NC_002516.2:4646304-4646323;NC_002516.2:1944059-1944078;NC_002516.2:4610623-4610642;NC_002516.2:6024578-6024597;NC_002516.2:5099376-5099395;NC_002516.2:6150006-6150025;NC_002516.2:4014710-4014729;NC_002516.2:4553002-4553021;NC_002516.2:3896352-3896371;NC_002516.2:41481-41500;NC_002516.2:454689-454708,NC_002516.2:3322184-3322203,NC_002516.2:2264408-2264427;NC_002516.2:4939960-4939979;NC_002516.2:3689272-3689291;NC_002516.2:4280337-4280356;NC_002516.2:2182638-2182657;NC_002516.2:4188921-4188940;NC_002516.2:434059-434078;NC_002516.2:5213689-5213708;NC_002516.2:1411941-1411960;NC_002516.2:4407816-4407835;NC_002516.2:3834017-3834036;NC_002516.2:3929610-3929629;NC_002516.2:1939170-1939189;NC_002516.2:168983-169002;NC_002516.2:3886265-3886284;NC_002516.2:5174481-5174500;NC_002516.2:4971535-4971554;NC_002516.2:5809015-5809034;NC_002516.2:3046828-3046847;NC_002516.2:6181799-6181818;NC_002516.2:4274645-4274664;NC_002516.2:4836550-4836569;NC_002516.2:4832667-4832686;NC_002516.2:4838676-4838695;NC_002516.2:510449-510468;NC_002516.2:2460166-2460185;NC_002516.2:4051393-4051412;NC_002516.2:3698369-3698388;NC_002516.2:81586-81605;NC_002516.2:1951435-1951454;NC_002516.2:4759190-4759209,NC_002516.2:3321607-3321626,,NC_002516.2:3322193-3322214,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_272_insertion,NC_002516.2:5466928-5466947,NC_002516.2:4374898-4374917;NC_002516.2:1584315-1584334;NC_002516.2:4477218-4477237;NC_002516.2:1528862-1528881;NC_002516.2:3196004-3196023;NC_002516.2:4852030-4852049;NC_002516.2:1926006-1926025;NC_002516.2:1055767-1055786;NC_002516.2:1556065-1556084;NC_002516.2:6192751-6192770;NC_002516.2:4254568-4254587;NC_002516.2:2242926-2242945;NC_002516.2:5997152-5997171;NC_002516.2:3800946-3800965;NC_002516.2:3009203-3009222;NC_002516.2:2605146-2605165;NC_002516.2:3446714-3446733;NC_002516.2:2897660-2897679;NC_002516.2:4393957-4393976;NC_002516.2:3662200-3662219;NC_002516.2:5016741-5016760;NC_002516.2:3641398-3641417;NC_002516.2:5461348-5461367;NC_002516.2:3950446-3950465;NC_002516.2:4801784-4801803;NC_002516.2:1050969-1050988;NC_002516.2:3137263-3137282;NC_002516.2:3155284-3155303;NC_002516.2:1177123-1177142;NC_002516.2:2030588-2030607;NC_002516.2:5601245-5601264;NC_002516.2:945912-945931;NC_002516.2:1914907-1914926;NC_002516.2:5147596-5147615;NC_002516.2:1146228-1146247;NC_002516.2:2914593-2914612;NC_002516.2:4318517-4318536;NC_002516.2:181274-181293;NC_002516.2:1156835-1156854;NC_002516.2:4607812-4607831;NC_002516.2:2874529-2874548;NC_002516.2:5872447-5872466;NC_002516.2:3153918-3153937;NC_002516.2:6142116-6142135;NC_002516.2:4583752-4583771;NC_002516.2:988237-988256;NC_002516.2:326345-326364;NC_002516.2:5506996-5507015;NC_002516.2:5389257-5389276;NC_002516.2:1872773-1872792;NC_002516.2:3071205-3071224;NC_002516.2:5362676-5362695;NC_002516.2:5659548-5659567;NC_002516.2:3705866-3705885;NC_002516.2:3460550-3460569;NC_002516.2:6258804-6258823;NC_002516.2:5363596-5363615;NC_002516.2:3697904-3697923;NC_002516.2:2823224-2823243,NC_002516.2:5467424-5467444,NC_002516.2:4602896-4602916;NC_002516.2:2168917-2168937,NC_002516.2:5466928-5466947,,NC_002516.2:5467433-5467454,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_276_substitution,NC_002516.2:4718161-4718179,NC_002516.2:2075056-2075074;NC_002516.2:5877193-5877211;NC_002516.2:1984165-1984183;NC_002516.2:2223146-2223164;NC_002516.2:2193923-2193941;NC_002516.2:1641482-1641500;NC_002516.2:1098939-1098957;NC_002516.2:545511-545529;NC_002516.2:5616599-5616617;NC_002516.2:6068664-6068682;NC_002516.2:5323022-5323040;NC_002516.2:5278882-5278900;NC_002516.2:1983778-1983796;NC_002516.2:432502-432520;NC_002516.2:4600340-4600358;NC_002516.2:625416-625434;NC_002516.2:2420619-2420637;NC_002516.2:2163525-2163543;NC_002516.2:1866549-1866567;NC_002516.2:2629048-2629066;NC_002516.2:3712176-3712194;NC_002516.2:1852394-1852412;NC_002516.2:5255279-5255297;NC_002516.2:2810844-2810862;NC_002516.2:5205058-5205076;NC_002516.2:3196381-3196399;NC_002516.2:1186027-1186045;NC_002516.2:4438150-4438168;NC_002516.2:5914092-5914110;NC_002516.2:4576617-4576635;NC_002516.2:2283718-2283736;NC_002516.2:2237811-2237829;NC_002516.2:4707809-4707827;NC_002516.2:1186051-1186069;NC_002516.2:3855756-3855774;NC_002516.2:1256084-1256102,NC_002516.2:4718677-4718697,NC_002516.2:2075572-2075592;NC_002516.2:5717485-5717505,NC_002516.2:4718161-4718179,,NC_002516.2:4720167-4720187,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_288_substitution,NC_002516.2:5613021-5613041,NC_002516.2:574018-574038;NC_002516.2:2371735-2371755;NC_002516.2:6131470-6131490;NC_002516.2:2823057-2823077;NC_002516.2:5724039-5724059;NC_002516.2:1359150-1359170,NC_002516.2:5613548-5613567,NC_002516.2:4136063-4136082;NC_002516.2:894627-894646;NC_002516.2:1411746-1411765;NC_002516.2:5361639-5361658;NC_002516.2:2689498-2689517;NC_002516.2:1261991-1262010;NC_002516.2:4163464-4163483;NC_002516.2:2755928-2755947;NC_002516.2:133999-134018;NC_002516.2:443548-443567;NC_002516.2:2551836-2551855;NC_002516.2:2753454-2753473;NC_002516.2:3777672-3777691;NC_002516.2:4691023-4691042;NC_002516.2:2712174-2712193;NC_002516.2:3881632-3881651;NC_002516.2:2547862-2547881;NC_002516.2:4628822-4628841;NC_002516.2:3724813-3724832;NC_002516.2:2734208-2734227;NC_002516.2:1818297-1818316;NC_002516.2:2497152-2497171;NC_002516.2:1650855-1650874;NC_002516.2:5613243-5613262;NC_002516.2:4448051-4448070;NC_002516.2:4625758-4625777;NC_002516.2:3621266-3621285;NC_002516.2:2700224-2700243;NC_002516.2:6022761-6022780;NC_002516.2:3746849-3746868;NC_002516.2:2256787-2256806;NC_002516.2:47665-47684;NC_002516.2:2768401-2768420;NC_002516.2:3907708-3907727;NC_002516.2:5312689-5312708;NC_002516.2:3708283-3708302;NC_002516.2:5943872-5943891;NC_002516.2:4132147-4132166;NC_002516.2:984806-984825,NC_002516.2:5613017-5613038,,NC_002516.2:5613558-5613576,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_289_substitution,NC_002516.2:5309098-5309116,NC_002516.2:2633815-2633833;NC_002516.2:1654909-1654927;NC_002516.2:5337930-5337948;NC_002516.2:106313-106331;NC_002516.2:2917208-2917226,NC_002516.2:5309653-5309673,NC_002516.2:4646126-4646146;NC_002516.2:2288244-2288264;NC_002516.2:5359618-5359638;NC_002516.2:3004864-3004884;NC_002516.2:1525925-1525945;NC_002516.2:1606168-1606188;NC_002516.2:3228863-3228883;NC_002516.2:2995991-2996011;NC_002516.2:406989-407009;NC_002516.2:294442-294462,NC_002516.2:5309069-5309087,,NC_002516.2:5309670-5309691,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_311_substitution,NC_002516.2:1575964-1575984,NC_002516.2:5313737-5313757;NC_002516.2:4104296-4104316;NC_002516.2:4497823-4497843;NC_002516.2:5389939-5389959;NC_002516.2:582081-582101;NC_002516.2:5787793-5787813;NC_002516.2:1604504-1604524;NC_002516.2:3309721-3309741;NC_002516.2:2374481-2374501,NC_002516.2:1576472-1576490,NC_002516.2:4940653-4940671;NC_002516.2:5893980-5893998;NC_002516.2:581507-581525;NC_002516.2:1710890-1710908;NC_002516.2:4847830-4847848;NC_002516.2:4552563-4552581;NC_002516.2:2949419-2949437;NC_002516.2:1846555-1846573;NC_002516.2:2811655-2811673;NC_002516.2:3465292-3465310;NC_002516.2:4626083-4626101;NC_002516.2:3455585-3455603;NC_002516.2:1793386-1793404;NC_002516.2:2991852-2991870;NC_002516.2:5667081-5667099;NC_002516.2:1607334-1607352;NC_002516.2:6175500-6175518;NC_002516.2:77164-77182;NC_002516.2:1964262-1964280;NC_002516.2:5780687-5780705;NC_002516.2:234473-234491;NC_002516.2:4441941-4441959;NC_002516.2:6221946-6221964;NC_002516.2:1906072-1906090;NC_002516.2:4013363-4013381;NC_002516.2:5292083-5292101;NC_002516.2:597403-597421;NC_002516.2:6141422-6141440;NC_002516.2:438150-438168;NC_002516.2:4963887-4963905;NC_002516.2:3039315-3039333;NC_002516.2:5128266-5128284;NC_002516.2:4238879-4238897;NC_002516.2:580954-580972;NC_002516.2:4678833-4678851;NC_002516.2:2303762-2303780;NC_002516.2:1979160-1979178;NC_002516.2:2168530-2168548;NC_002516.2:5720669-5720687;NC_002516.2:5211873-5211891;NC_002516.2:5212940-5212958;NC_002516.2:5158338-5158356;NC_002516.2:5569212-5569230;NC_002516.2:873941-873959;NC_002516.2:4748268-4748286;NC_002516.2:4018832-4018850;NC_002516.2:1159504-1159522;NC_002516.2:4585334-4585352;NC_002516.2:1198169-1198187;NC_002516.2:1779730-1779748;NC_002516.2:589961-589979;NC_002516.2:2195115-2195133;NC_002516.2:4357058-4357076;NC_002516.2:3817745-3817763;NC_002516.2:4074067-4074085;NC_002516.2:1376066-1376084;NC_002516.2:2249872-2249890;NC_002516.2:5968571-5968589;NC_002516.2:6159690-6159708;NC_002516.2:2557282-2557300;NC_002516.2:4473957-4473975;NC_002516.2:3002864-3002882;NC_002516.2:3842939-3842957;NC_002516.2:5383461-5383479;NC_002516.2:3044415-3044433;NC_002516.2:500769-500787;NC_002516.2:4132024-4132042;NC_002516.2:1345906-1345924;NC_002516.2:641695-641713;NC_002516.2:909701-909719;NC_002516.2:3775689-3775707;NC_002516.2:3248601-3248619;NC_002516.2:5058096-5058114;NC_002516.2:624081-624099;NC_002516.2:5292673-5292691;NC_002516.2:4855233-4855251;NC_002516.2:2056959-2056977;NC_002516.2:6201792-6201810;NC_002516.2:225809-225827;NC_002516.2:4519874-4519892;NC_002516.2:4384677-4384695;NC_002516.2:3212311-3212329;NC_002516.2:5417196-5417214;NC_002516.2:4014424-4014442;NC_002516.2:5516952-5516970;NC_002516.2:5972755-5972773;NC_002516.2:394899-394917;NC_002516.2:3839013-3839031;NC_002516.2:5970135-5970153;NC_002516.2:4011269-4011287;NC_002516.2:1334170-1334188;NC_002516.2:4412743-4412761;NC_002516.2:256463-256481;NC_002516.2:4615055-4615073;NC_002516.2:3989361-3989379;NC_002516.2:1268234-1268252;NC_002516.2:568161-568179;NC_002516.2:6211152-6211170;NC_002516.2:2111723-2111741;NC_002516.2:4987742-4987760;NC_002516.2:3631262-3631280;NC_002516.2:3652194-3652212;NC_002516.2:566146-566164;NC_002516.2:448570-448588;NC_002516.2:5367845-5367863;NC_002516.2:4368613-4368631;NC_002516.2:4110245-4110263;NC_002516.2:2370150-2370168;NC_002516.2:377077-377095;NC_002516.2:1859498-1859516;NC_002516.2:2811868-2811886;NC_002516.2:4337426-4337444;NC_002516.2:2688570-2688588;NC_002516.2:5776833-5776851;NC_002516.2:4336374-4336392;NC_002516.2:2419988-2420006;NC_002516.2:3615760-3615778;NC_002516.2:4066789-4066807;NC_002516.2:644835-644853;NC_002516.2:6053005-6053023;NC_002516.2:2267230-2267248;NC_002516.2:4000199-4000217;NC_002516.2:127536-127554;NC_002516.2:5503233-5503251;NC_002516.2:3656422-3656440;NC_002516.2:1650784-1650802;NC_002516.2:862801-862819;NC_002516.2:6139905-6139923;NC_002516.2:4005967-4005985;NC_002516.2:923287-923305;NC_002516.2:3252159-3252177;NC_002516.2:5336140-5336158;NC_002516.2:5263469-5263487;NC_002516.2:1473157-1473175;NC_002516.2:2058390-2058408;NC_002516.2:492579-492597;NC_002516.2:3402234-3402252;NC_002516.2:3354090-3354108;NC_002516.2:1315651-1315669;NC_002516.2:934710-934728;NC_002516.2:1708317-1708335;NC_002516.2:2062528-2062546;NC_002516.2:2505048-2505066;NC_002516.2:3071785-3071803;NC_002516.2:5862721-5862739;NC_002516.2:6228503-6228521;NC_002516.2:395505-395523;NC_002516.2:361635-361653;NC_002516.2:1535738-1535756;NC_002516.2:2394532-2394550;NC_002516.2:737745-737763;NC_002516.2:3866685-3866703;NC_002516.2:527238-527256;NC_002516.2:5955494-5955512;NC_002516.2:3769808-3769826;NC_002516.2:5172387-5172405;NC_002516.2:2429643-2429661;NC_002516.2:5411703-5411721;NC_002516.2:5814599-5814617;NC_002516.2:3762362-3762380;NC_002516.2:424936-424954;NC_002516.2:526915-526933;NC_002516.2:4192551-4192569;NC_002516.2:3307102-3307120;NC_002516.2:270445-270463;NC_002516.2:5219149-5219167;NC_002516.2:1919207-1919225;NC_002516.2:2232731-2232749;NC_002516.2:1710537-1710555;NC_002516.2:4990359-4990377,NC_002516.2:1575929-1575951,,NC_002516.2:1576506-1576524,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_318_deletion,NC_002516.2:1428727-1428746,NC_002516.2:1976740-1976759;NC_002516.2:3549106-3549125;NC_002516.2:5545274-5545293;NC_002516.2:1465060-1465079;NC_002516.2:864928-864947;NC_002516.2:4424361-4424380;NC_002516.2:6010533-6010552;NC_002516.2:1211037-1211056;NC_002516.2:5844798-5844817,NC_002516.2:1429276-1429294,NC_002516.2:3179788-3179806;NC_002516.2:6123994-6124012;NC_002516.2:1218121-1218139;NC_002516.2:4511015-4511033;NC_002516.2:2814393-2814411;NC_002516.2:3719130-3719148;NC_002516.2:3912832-3912850;NC_002516.2:2303759-2303777;NC_002516.2:1932911-1932929;NC_002516.2:5859948-5859966;NC_002516.2:3447333-3447351;NC_002516.2:3710653-3710671;NC_002516.2:4706159-4706177;NC_002516.2:5670438-5670456;NC_002516.2:5451671-5451689;NC_002516.2:2960965-2960983;NC_002516.2:4824698-4824716;NC_002516.2:1203054-1203072;NC_002516.2:2352595-2352613;NC_002516.2:322210-322228;NC_002516.2:3355074-3355092;NC_002516.2:2898662-2898680;NC_002516.2:2345076-2345094;NC_002516.2:506398-506416;NC_002516.2:2663442-2663460;NC_002516.2:2660259-2660277;NC_002516.2:322189-322207;NC_002516.2:979106-979124;NC_002516.2:5043003-5043021;NC_002516.2:5777730-5777748;NC_002516.2:2776551-2776569;NC_002516.2:2775306-2775324;NC_002516.2:4846931-4846949;NC_002516.2:1835147-1835165;NC_002516.2:1531199-1531217;NC_002516.2:1543840-1543858;NC_002516.2:4815735-4815753;NC_002516.2:2844518-2844536;NC_002516.2:1639732-1639750;NC_002516.2:4605685-4605703;NC_002516.2:3284820-3284838;NC_002516.2:4437482-4437500;NC_002516.2:3404315-3404333;NC_002516.2:1143875-1143893;NC_002516.2:909176-909194;NC_002516.2:5966163-5966181;NC_002516.2:3269842-3269860;NC_002516.2:6006284-6006302;NC_002516.2:4284066-4284084;NC_002516.2:3910048-3910066;NC_002516.2:4838265-4838283;NC_002516.2:4832256-4832274;NC_002516.2:2282866-2282884;NC_002516.2:1160715-1160733;NC_002516.2:5907976-5907994;NC_002516.2:708401-708419;NC_002516.2:2351831-2351849;NC_002516.2:205666-205684;NC_002516.2:1444174-1444192;NC_002516.2:57291-57309;NC_002516.2:1525093-1525111;NC_002516.2:4070745-4070763;NC_002516.2:3234178-3234196;NC_002516.2:5483707-5483725;NC_002516.2:6130772-6130790;NC_002516.2:1210098-1210116;NC_002516.2:3754628-3754646;NC_002516.2:5922977-5922995;NC_002516.2:2782618-2782636;NC_002516.2:1378708-1378726;NC_002516.2:5887473-5887491;NC_002516.2:683913-683931;NC_002516.2:5274691-5274709;NC_002516.2:2681922-2681940;NC_002516.2:2889650-2889668;NC_002516.2:3579820-3579838;NC_002516.2:3213099-3213117;NC_002516.2:5715765-5715783;NC_002516.2:3215073-3215091;NC_002516.2:358214-358232;NC_002516.2:6174891-6174909;NC_002516.2:4367609-4367627;NC_002516.2:5565558-5565576,NC_002516.2:1428718-1428739,,NC_002516.2:1429303-1429321,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
